danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id
0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,2TYC9SaRhYypUQzB1ZVTG2
0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,3Ti0GdlrotgwsAVBBugv0I
0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,2t8yVaLvJ0RenpXUIAC52d
0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,6XUHsYE38CEbYunT983O9G
0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,4ZPdLEztrlZqbJkgHNw54L
0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,5Z3GHaZ6ec9bsiI5BenrbY
0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,3moMtpCsPJvXirsyRwsD6u
0.619,0.579,4,-9.307,1,0.0473,0.0152,6.4e-05,0.0858,0.69,127.224,4alHo6RGd0D3OUbTPExTHN
0.674,0.506,6,-10.532,1,0.0434,0.173,0.0,0.0866,0.183,145.965,5WoaF1B5XIEnWfmb5NZikf
0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,5yuShbu70mtHXY0yLzCQLQ
0.525,0.774,9,-4.532,1,0.241,0.24,1.07e-06,0.495,0.526,154.192,5h0Jgt873QtgL6nJRBGfT6
0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,4RvWPyQ5RL0ao9LPZeSouE
0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,7lAK3oHbfEnvUQWosrMMpR
0.781,0.469,1,-5.107,0,0.0569,0.223,0.0,0.19,0.412,98.013,3TpBefRZ1vFcOH6z57PQRI
0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,19Ym5Sg0YyOCa6ao21bdoG
0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,0utlOiJy2weVl9WTkcEWHy
0.457,0.551,5,-9.36,0,0.167,0.427,1.15e-06,0.113,0.428,89.87,7eqoqGkKwgOaWNNHx90uEZ
0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,0FZ4Dmg8jJJAPJnvBIzD9z
0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,0e7ipj03S05BNilyu5bRzt
0.695,0.672,1,-6.109,0,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,4qqArAiTPueDxIp7cf87h7
0.791,0.718,10,-6.343,0,0.0643,0.0541,0.0,0.334,0.422,108.049,7qRBXrTLfhdyG7bi6DuURv
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,5mCPDVBb16L4XQwDdbRUpz
0.759,0.498,10,-10.615,1,0.0776,0.223,5.84e-05,0.406,0.244,126.972,7iMDaY1LnASwCk2uUpMtii
0.672,0.72,9,-7.781,1,0.035,0.0373,9.38e-06,0.0371,0.828,118.731,3CPeWqqaHR0hmyfsWhMJQs
0.527,0.807,9,-5.472,0,0.394,0.585,0.0,0.34,0.72,79.788,613sTvP8USXm8SEKWsqCuv
0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,63SevszngYpZOwf63o61K4
0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,74tLlkN3rgVzRqQJgPfink
0.494,0.54,2,-17.34,1,0.0348,0.154,0.0,0.0878,0.723,134.976,1x1XQqhBViz4opcpwc7FVs
0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,4675yUu8AUbE72T94BkLCD
0.749,0.865,3,-5.228,1,0.0413,0.00536,0.0,0.198,0.371,111.914,5SsR3wtCOafDmZgvIdRhSm
0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,5A1FmxbYVRZKy4nc16MAue
0.814,0.527,9,-7.001,0,0.328,0.179,0.000512,0.0767,0.54,170.063,6nsyYPCDUSacgXci9mvWln
0.873,0.816,9,-4.645,1,0.256,0.483,0.0,0.146,0.79,96.067,2b7FqlHc3JrzlYtGEkzq22
0.693,0.729,0,-2.99,1,0.378,0.171,0.0,0.07,0.521,117.848,6etwirSInfuJrSOlogS6Sh
0.873,0.682,11,-5.869,0,0.377,0.025,0.0,0.0685,0.799,157.943,0eBOVXdnrVQ0rITgKXBAA7
0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,003vvx7Niy0yvhvHt4a68B
0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,503OTo2dSqe7qk76rgsbep
0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,6GyFP1nfCDB8lbD2bG0Hq9
0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,2wGSgTmgSF3xjRrHkTc25R
0.527,0.689,2,-7.87,1,0.741,0.161,0.0,0.498,0.31,170.538,0zqy3ss4CwD6u4QPksS0nI
0.586,0.941,5,-5.139,1,0.0375,0.0167,0.000776,0.068,0.831,135.448,4xh7W7tlNMIczFhupCPniY
0.68,0.411,9,-9.761,1,0.434,0.0336,0.0,0.0889,0.161,193.131,7ngdkrVQPgP3AoIxUrTpHT
0.737,0.569,5,-6.702,1,0.0552,0.261,0.308,0.046,0.912,167.202,2dlEdDEmuQsrcXaAL3Znzi
0.88,0.67,2,-5.177,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,1kK6DwzyXJSp58u5HYWwuD
0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,7HKez549fwJQDzx3zLjHKC
0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,3YBZIN3rekqsKxbJc9FZko
0.735,0.749,10,-3.766,0,0.0874,0.371,0.0,0.47,0.373,93.718,4z0PnuB07fxtVZZRWsCfxb
0.754,0.575,4,-8.393,0,0.0682,0.045,0.00131,0.276,0.491,86.009,7rC5Pl8rQSX4myONQHYPBK
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,1jJci4qxiYcOHhQR247rEU
0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,5tFep7dXGd7vEJ668wTPux
0.725,0.601,1,-9.03,1,0.377,0.0321,0.0,0.0504,0.811,155.918,1sFstGV1Z3Aw5TDFCiT7vK
0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,3a1lNhkSLSkpJE4MSHpDu9
0.687,0.631,9,-5.612,1,0.129,0.063,0.0,0.108,0.853,186.071,6XkuklKiHYVTlVvWlTgQYP
0.718,0.689,11,-7.09,1,0.028,0.0691,0.00695,0.0685,0.942,139.318,6mGTiazKYI1BHT2uc9wTUL
0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,3iVcZ5G6tvkXZkZKlMpIUs
0.62,0.69,7,-6.508,1,0.0493,0.0931,0.0,0.131,0.331,133.935,0H8XeaJunhvpBdBFIYi6Sh
0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,36gPq8WG7tDxrblyGVUCiT
0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,7tr2za8SQg2CI8EDgrdtNl
0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4QjVfuu7om31HBan0jlX4p
0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974,7iXF2W9vKmDoGAhlHdpyIa
0.734,0.429,7,-6.511,1,0.16,0.305,0.0,0.0659,0.372,83.021,1ysAvOdJgUjc6CqOQxepaz
0.769,0.479,1,-5.339,1,0.0385,0.66,0.0,0.0914,0.803,96.051,2Yer0p7uB2lVBUAtANuuQp
0.721,0.48,9,-9.282,0,0.219,0.0996,0.0,0.39,0.508,120.148,0oeqJpFHNRjxa0kOMh4eQY
0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,2ygMBIctKIAfbEBcT9065L
0.655,0.794,1,-6.113,0,0.367,0.0935,3.57e-05,0.383,0.608,172.106,3DzlR0kXE6shimFVhSwI4A
0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,6eT7xZZlB2mwyzJ2sUKG6w
0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,7o2CTH4ctstm8TNelqjb51
0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944,6Tsu3OsuMz4KEGKbOYd6A0
0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,1zi7xx7UVEFkmKfv06H8x0
0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4BP3uh0hFLFRb5cjsgLqDh
0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,5ac5PpvqGeVo3oAq26aobC
0.552,0.623,6,-5.766,1,0.0532,0.0122,0.0123,0.106,0.616,177.973,2j9YmQRxtjuVwb4XN95oT8
0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,6gBFPUFcJLzWGx4lenP6h2
0.773,0.414,6,-7.436,0,0.0961,0.00411,3.4e-05,0.0733,0.289,99.993,6jdOi5U5LBzQrc4c1VT983
0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,5qHirGR7M9tdm6C17DlzSY
0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,32lItqlMi4LBhb4k0BaSaC
0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,2SiXAy7TuUkycRVbbWDEpo
0.908,0.524,1,-7.955,1,0.181,0.00111,0.000678,0.383,0.109,138.015,0dIoGTQXDh1wVnhIiSyYEa
0.55,0.792,11,-4.973,1,0.0738,0.0833,0.0,0.331,0.175,129.957,6Ogf667mRn7TzXtpS15SBx
0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,0M9ydKzuF3oZTfYYPfaGX1
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s
0.767,0.856,7,-2.715,1,0.041,0.0303,1.91e-06,0.36,0.747,91.535,1JClFT74TYSXlzpagbmj0S
0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,6GG73Jik4jUlQCkKg9JuGO
0.727,0.599,1,-6.941,1,0.327,0.317,0.0,0.219,0.386,167.909,0Y0TOsE1q11qgbi7c5WZsG
0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,5N4erncE7kuUccm7zEmwzk
0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3FtYbEfBqAlGO46NUDQSAt
0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,6IaieqiCVvsNvEt6Y7yOFa
0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.537,152.644,5LlsD7LdSMkGV4Iu0a2Zq0
0.673,0.81,8,-3.793,1,0.36,0.0322,0.0,0.133,0.564,166.084,3W3FVHEDetkiRkkGKDmdir
0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,0q75NwOoFiARAVp4EXU4Bs
0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,2He3NOyqtLNE3RQPpeDdSb
0.686,0.73,6,-5.077,0,0.374,0.278,4.76e-05,0.106,0.474,128.943,1e4rwBPVI32vZtTJu7mJ4J
0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,0P6AWOA4LG1XOctzaVu5tt
0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,0Xek5rqai2jcOWCYWJfVCF
0.613,0.962,6,-5.07,0,0.278,0.034,0.0,0.824,0.496,113.015,33yAEqzKXexYM3WlOYtTfQ
0.869,0.67,11,-5.505,0,0.215,0.0912,0.0,0.0955,0.49,162.999,0QBRshHeQLEThdj2TqxM9n
0.777,0.657,1,-6.434,1,0.237,0.000738,3.34e-06,0.0932,0.245,189.992,739vCwA3EpBSkk3uDsI2wB
0.738,0.824,5,-5.165,0,0.0437,0.15,0.0,0.132,0.386,138.039,5lZZmityu9TAjNvSY6GLhR
0.738,0.814,7,-4.414,0,0.0999,0.132,9.64e-06,0.126,0.483,119.041,7LJkGyL4vVrtn1mho7BmtA
0.885,0.52,1,-8.353,1,0.359,0.000244,1.16e-06,0.454,0.306,84.022,2wOXxtHZgRkkrkEbKLzzqs
0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,21jGcNKet2qwijlDFuPiPb
0.903,0.439,8,-11.813,1,0.397,0.0407,0.0,0.138,0.532,139.112,0xl1w2q4VLojeXp4JfazPL
0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,5bcTCxgc7xVfSaMV3RuVke
0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,0wbnC9AUenxp613TYaJsGK
0.544,0.836,5,-7.416,1,0.0953,0.473,0.0,0.209,0.893,170.264,5lYXMlzWEc8uDbMd1v0V35
0.761,0.673,1,-5.887,1,0.215,0.0917,1.04e-05,0.14,0.438,160.077,1wcaN0MSG6KQ43UNjpRvid
0.447,0.954,8,-8.069,1,0.0751,0.0235,0.403,0.298,0.331,123.453,0bVtevEgtDIeRjCJbK3Lmv
0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,0Puj4YlTm6xNzDDADXHMI9
0.805,0.858,0,-3.067,1,0.105,0.194,7.89e-06,0.256,0.523,97.033,6HTJZ0TQJVMSKkUGzAOe2h
0.871,0.417,9,-7.864,1,0.0781,0.18,0.0,0.103,0.524,129.952,4XZIuf6EJw8HKOkRC9Jlj4
0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,2cYqizR4lgvp4Qu6IQ3qGN
0.62,0.625,9,-7.438,1,0.553,0.287,0.0,0.314,0.665,167.911,00B7TZ0Xawar6NZ00JFomN
0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,7dt6x5M1jzdTEt8oCbisTK
0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,5ry2OE6R2zPQFDO85XkgRb
0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4t0UsYzmmmZRMTWn77jiGF
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,0ofHAoxe9vBkTCp2UQIavz
0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,7m47Go71qTMBs4kTH7U8F8
0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,05RgAMGypEvqhNs5hPCbMS
0.793,0.5,6,-13.108,0,0.0319,0.028,1.96e-05,0.186,0.833,123.017,1EWsVHU4FNAdtN4R8FETag
0.654,0.743,10,-7.44,0,0.0605,0.0125,0.0272,0.153,0.632,114.846,3ix6K4wZY29bCujrSznwFZ
0.564,0.717,10,-6.403,0,0.397,0.097,0.0,0.493,0.423,117.489,2AYTGaclgKXACh13nJRVcV
0.716,0.936,1,-4.968,0,0.123,0.0318,0.0,0.367,0.799,81.508,6Aa7aDayiQHnUw1dUvdneZ
0.749,0.671,6,-5.151,1,0.0599,0.68,0.0,0.167,0.756,81.994,6GNifiuBPrKFpwNBYnooFm
0.798,0.733,7,-4.811,0,0.0476,0.265,1.25e-06,0.114,0.861,146.046,1D2L6MefbXon28PzIk9I3r
0.759,0.774,1,-4.408,1,0.0381,0.0503,4.02e-05,0.056,0.596,121.969,2fCUI41zhGk9isZnOMfxSP
0.813,0.569,2,-6.068,1,0.0468,0.0508,0.0016,0.056,0.18,123.028,74cvkvTVxAXCew97vBnYiy
0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,7xQAfvXzm3AkraOtGPWIZg
0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,5itOtNx0WxtJmi1TQ3RuRd
0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,4Tvw0lweq9l2JPQKFbpbBQ
0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,7DcvwMAiqKJQD1rrdfxSDx
0.711,0.684,0,-7.06,1,0.0892,0.244,7.21e-05,0.0977,0.323,119.974,47UnzjxpWvJKCverxM1OaS
0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,5lw8Mgb4LyhriPIC86gV6e
0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,5N1o6d8zGcSZSeMFkOUQOk
0.889,0.372,7,-10.254,0,0.357,0.013,0.0,0.184,0.123,133.997,4n1bdaKwynQndm47x5HqWX
0.729,0.965,2,-5.71,1,0.0624,0.00176,0.66,0.0974,0.744,125.021,17TIclLue3WKP31VP21DLj
0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,3eekarcy7kvN4yt5ZFzltW
0.773,0.836,9,-2.326,0,0.153,0.283,2.1e-05,0.0828,0.497,112.01,7x9nXsowok1JszkVztI5NI
0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,6Ozh9Ok6h4Oi1wUSLtBseN
0.682,0.851,1,-7.117,0,0.0363,0.0146,0.000834,0.0289,0.348,126.0,2M9GeaCQXrV12J0wzBxIwi
0.66,0.88,1,-3.513,1,0.0698,0.0012,0.0,0.0782,0.392,104.971,61veBHF4sj0pKNpXeHF1ah
0.677,0.881,1,-3.534,0,0.054,0.00445,0.0146,0.359,0.566,128.121,5MgBUUjbkQ27Kd9CbeZFLo
0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,4wFjTWCunQFKtukqrNijEt
0.884,0.347,8,-8.227,0,0.35,0.015,7e-06,0.0871,0.376,75.016,5eqK0tbzUPo2SoeZsov04s
0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,2UVbBKQOdFAekPTRsnkzcf
0.793,0.344,6,-9.757,1,0.357,0.112,1.68e-06,0.15,0.45,166.105,3OnOomd79OjqSYHchCQ6ht
0.469,0.78,10,-6.49,0,0.122,0.224,0.0,0.13,0.444,125.999,1YmF9PvLhIISIANoMLIYGq
0.888,0.515,1,-6.246,1,0.271,0.247,0.0,0.446,0.264,141.009,5S1IUPueD0xE0vj4zU3nSf
0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,6TaqooOXAEcijL6G1AWS2K
0.774,0.529,5,-4.479,0,0.0532,0.0674,0.0,0.0814,0.227,138.072,6urLjX35oXXRYtcH1b3dCh
0.897,0.485,8,-10.363,1,0.242,0.013,0.00193,0.133,0.262,83.498,40E5efT6JgokV1plboHo1I
0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,3BtuIIrQlkujKPuWF2B85z
0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919,20dP2DaMHIAmwWAbp7peSr
0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,2xLMifQCjDGFmkHkpNLD9h
0.837,0.538,0,-8.921,1,0.288,0.0637,0.0,0.0791,0.318,109.943,0gENjASIsFnZQI8ZLcFX8R
0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,7wBJfHzpfI3032CSD7CE2m
0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,2tnVG71enUj33Ic2nFN6kZ
0.52,0.709,5,-7.125,0,0.0352,0.247,1.78e-05,0.18,0.536,76.039,6urCAbunOQI4bLhmGpX7iS
0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,5WnfnSpuNEGXyEt78PBA6d
0.906,0.545,11,-4.977,0,0.344,0.181,0.0,0.091,0.543,139.932,4NN6N5TxBO5k9uqu0W4gfQ
0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,2XU0oxnq2qxCpomAAuJY8K
0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,0OgGn1ofaj55l2PcihQQGV
0.836,0.665,0,-5.779,1,0.0745,0.308,0.000925,0.0714,0.677,120.997,4bAmAVdks2Y84VNVVLXFwN
0.365,0.606,1,-7.174,0,0.0415,0.00757,0.052,0.103,0.191,114.995,18VWSOioe5ys5LF7XxSlUx
0.712,0.691,8,-8.157,1,0.128,0.122,0.0,0.0538,0.742,97.022,5qxChyzKLEyoPJ5qGrdurN
0.908,0.402,0,-11.701,0,0.261,0.241,0.0,0.066,0.569,86.005,02TmyBZCgcVihv9PVK9Mw2
0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,4iG2gAwKXsOcijVaVXzRPW
0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,2Cdvbe2G4hZsnhNMKyGrie
0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4yugZvBYaoREkJKtbG08Qr
0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,20OFwXhEXf12DzwXmaV7fj
0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,1vxw6aYJls2oq3gW0DujAo
0.918,0.678,0,-6.645,1,0.245,0.00847,0.292,0.0825,0.615,124.011,4NPCztm07oskLbIAqbsxoC
0.688,0.729,4,-6.56,0,0.0573,0.437,0.00369,0.0928,0.469,110.055,7aQeWViSfRWSEwtJD86Eq0
0.425,0.954,7,-2.573,1,0.0383,0.0344,0.358,0.187,0.572,199.843,1JbuC7uZm0P1PyX7N7gDEM
0.714,0.542,9,-8.736,0,0.105,0.0749,5.96e-05,0.0806,0.479,119.967,6FjsgiFwQCO9TF5KC7BwgV
0.675,0.894,9,-4.982,0,0.0821,0.000156,0.00856,0.112,0.844,123.995,6JhJ3Qiw7sWE74MmSTbwkK
0.775,0.872,6,-4.194,1,0.0469,0.033,0.0579,0.298,0.379,122.994,5sdb5pMhcK44SSLsj1moUh
0.628,0.98,5,-2.776,0,0.0766,0.0105,0.0687,0.444,0.464,128.093,6AfvfheW6VzyV1MNyZ9XXd
0.733,0.718,4,-7.149,0,0.0376,0.0107,0.0102,0.33,0.206,122.993,52Y5nYBQgqawttJxxtUv1e
0.849,0.955,1,-1.862,1,0.153,0.286,0.000862,0.0604,0.545,122.984,6ewNVQqN4Heqy3v3bytuiu
0.662,0.711,5,-5.171,0,0.226,0.0495,0.0,0.0691,0.557,114.914,1jye0ZfUs4eb8iw41UcKSH
0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,3Lv3frZVXU7Q0JEFvLIzWW
0.597,0.837,10,-6.518,1,0.375,0.00427,0.00115,0.839,0.447,126.342,1xNcBAoUw8Hz6LqK2jt4Ff
0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,1hRFVIy9As8OVRk8B7CrD5
0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,3yrSvpt2l1xhsV9Em88Pul
0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,4kLLWz7srcuLKA7Et40PQR
0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,0LQtEJt7x0s6knb6RKdRYc
0.738,0.541,8,-5.597,1,0.0303,0.415,0.0,0.11,0.657,94.949,7crMiinWx373rNBZBaVske
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,6QgjcU0zLnzq5OrUoSZ3OK
0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,696DnlkuDOXcMAnKlTgXXK
0.64,0.864,7,-6.576,1,0.0314,0.00832,0.0,0.123,0.701,102.026,42et6fnHCw1HIPSrdPprMl
0.682,0.765,1,-5.021,0,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,2hnMS47jN0etwvFPzYk11f
0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,1jaTQ3nqY3oAAYyCTbIvnM
0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,2jdAk8ATWIL3dwT47XpRfu
0.514,0.545,1,-7.96,0,0.224,0.35,0.0149,0.162,0.611,100.027,4O3ob7NxMcZLgJ8ucIahPS
0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,152lZdxL1OR0ZMW6KquMif
0.276,0.235,0,-14.352,1,0.0315,0.94,1.01e-05,0.132,0.472,170.55,6vmAgl2y9MpoZKrVUXrPe5
0.608,0.768,0,-5.227,1,0.0475,0.0913,0.0,0.0629,0.809,88.059,5qII2n90lVdPDcgXEEVHNy
0.737,0.494,1,-9.723,0,0.416,0.629,0.0,0.126,0.44,94.485,2WC4sK0ryyysQhtDok9Ytr
0.479,0.309,11,-14.751,0,0.0299,0.153,0.22,0.134,0.182,127.155,7Fg4jpwpkdkGCvq1rrXnvx
0.814,0.373,7,-8.017,1,0.116,0.602,1.7e-05,0.0931,0.632,114.548,0BgbobvykXxEvxo2HhCuvM
